date,theme,mention_count,avg_sentiment,discovery_signal
2026-03-28,Research Breakthrough,21,0.533,28
2026-03-28,Product Launch,16,0.319,19
2026-03-28,Policy & Regulation,12,0.358,17
2026-03-28,Funding/M&A,10,-0.16,9
2026-03-28,Open-Source,14,0.244,19
2026-03-28,Safety Incident,8,-0.419,8
2026-03-29,Model Release,25,0.235,32
2026-03-29,Research Breakthrough,19,0.658,31
2026-03-29,Product Launch,15,0.548,25
2026-03-29,Policy & Regulation,11,-0.006,10
2026-03-29,Funding/M&A,10,-0.06,9
2026-03-29,Open-Source,20,0.582,38
2026-03-29,Safety Incident,9,-0.474,9
2026-03-30,Model Release,33,0.158,36
2026-03-30,Research Breakthrough,25,0.261,35
2026-03-30,Product Launch,21,0.415,33
2026-03-30,Policy & Regulation,13,0.147,16
2026-03-30,Funding/M&A,12,-0.178,12
2026-03-30,Open-Source,13,0.093,19
2026-03-30,Safety Incident,7,-0.526,6
2026-03-31,Model Release,38,0.167,44
2026-03-31,Research Breakthrough,28,0.43,43
2026-03-31,Product Launch,16,0.177,22
2026-03-31,Policy & Regulation,16,-0.121,17
2026-03-31,Funding/M&A,18,0.24,23
2026-03-31,Open-Source,21,0.693,41
2026-03-31,Safety Incident,8,0.077,8
2026-04-01,Model Release,33,0.405,49
2026-04-01,Research Breakthrough,26,0.716,51
2026-04-01,Product Launch,20,0.293,31
2026-04-01,Policy & Regulation,19,0.252,28
2026-04-01,Funding/M&A,18,0.088,18
2026-04-01,Open-Source,21,0.318,34
2026-04-01,Safety Incident,9,-0.519,8
2026-04-02,Model Release,42,0.485,67
2026-04-02,Research Breakthrough,26,0.771,42
2026-04-02,Product Launch,24,0.474,42
2026-04-02,Policy & Regulation,19,-0.089,18
2026-04-02,Funding/M&A,18,0.074,21
2026-04-02,Open-Source,16,0.185,21
2026-04-02,Safety Incident,10,-0.587,9
2026-04-03,Model Release,34,0.303,49
2026-04-03,Research Breakthrough,22,0.435,34
2026-04-03,Product Launch,17,0.19,17
2026-04-03,Policy & Regulation,13,-0.164,11
2026-04-03,Funding/M&A,17,0.178,22
2026-04-03,Open-Source,15,0.452,27
2026-04-03,Safety Incident,9,-0.598,7
2026-04-04,Model Release,31,0.181,43
2026-04-04,Research Breakthrough,16,0.182,22
2026-04-04,Product Launch,14,0.389,23
2026-04-04,Policy & Regulation,12,0.087,17
2026-04-04,Funding/M&A,12,0.468,18
2026-04-04,Open-Source,13,0.418,20
2026-04-04,Safety Incident,9,-0.29,9
2026-04-05,Model Release,33,0.383,53
2026-04-05,Research Breakthrough,18,0.285,25
2026-04-05,Product Launch,25,0.425,35
2026-04-05,Policy & Regulation,16,-0.286,14
2026-04-05,Funding/M&A,14,0.059,15
2026-04-05,Open-Source,15,0.302,19
2026-04-05,Safety Incident,7,-0.731,5
2026-04-06,Model Release,33,0.531,51
2026-04-06,Research Breakthrough,18,0.769,31
2026-04-06,Product Launch,20,0.111,22
2026-04-06,Policy & Regulation,16,0.133,23
2026-04-06,Funding/M&A,16,0.208,22
2026-04-06,Open-Source,14,0.618,25
2026-04-06,Safety Incident,9,-0.342,6
2026-04-07,Model Release,34,0.374,51
2026-04-07,Research Breakthrough,27,0.499,42
2026-04-07,Product Launch,26,0.343,40
2026-04-07,Policy & Regulation,19,0.278,27
2026-04-07,Funding/M&A,18,0.228,27
2026-04-07,Open-Source,25,0.212,30
2026-04-07,Safety Incident,12,-0.416,10
2026-04-08,Model Release,36,0.519,61
2026-04-08,Research Breakthrough,32,0.464,54
2026-04-08,Product Launch,27,0.022,26
2026-04-08,Policy & Regulation,18,-0.053,18
2026-04-08,Funding/M&A,15,0.153,17
2026-04-08,Open-Source,16,0.469,25
2026-04-08,Safety Incident,11,-0.356,11
